"success_rate","is_txn_conflicted","card_issuer_country","priority_logic_tag","udf6","txn_latency_enum","payment_method_type"
0,NA,NA,"Pinelabls_testing","1930862926","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","sy7xq7vk0sdk","0M-1M","NB"
0,"RESOLVED",NA,NA,"a7f4263b-6a19-4daa-9207-901163fd","9M-10M","UPI"
0,"RESOLVED","USA",NA,"1930857211","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","n531i0ck44cd","0M-1M","NB"
0,NA,NA,NA,"b47593267","0M-1M","NB"
0,NA,"INDIA",NA,"5674","1M-2M","CARD"
100,"RESOLVED",NA,NA,"fce510bc-0c7b-53c0-9e0d-490dc82b","1M-2M","NB"
0,NA,"INDIA",NA,"FAID","0M-1M","CARD"
100,"RESOLVED",NA,NA,"7617-20251211121128","0M-1M","NB"
100,"RESOLVED",NA,NA,"5e9e3adf-f2ff-44b2-9","0M-1M","NB"
0,"RESOLVED","MALAYSIA","70% TAP",NA,"3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","jj9k9lc4jvro","0M-1M","NB"
0,"MATCH","INDIA","FIDO","udf6","5M-6M","CARD"
100,"RESOLVED",NA,NA,"MP_ITR_NOTICE-EAS-GENERAL","0M-1M","NB"
66.67,"RESOLVED","INDIA","TPV ROUTE-noEnforce",NA,"0M-1M","CARD"
0,"RESOLVED","INDIA","PayU - 100%","1930873617","10M-1H","CARD"
100,"CONFLICTED",NA,NA,"OTHER","1H-1D","NB"
0,NA,NA,"Pinelabls_testing","1930870179","0M-1M","NB"
0,"RESOLVED",NA,NA,"8d0d74e8-1d0a-483b-a397-d8688ae7","10M-1H","UPI"
0,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODEzLCJjbG90","0M-1M","WALLET"
0,NA,NA,NA,"IN","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"6b258976-fd1d-4be3-ba7c-84f79bdf","0M-1M","UPI"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","5d017a96-c492-4b7a-b16e-72f25b42","0M-1M","CARD"
0,"MATCH",NA,NA,"epn_5njUMXFpFqHqJPkIt9","0M-1M","UPI"
100,"CONFLICTED","UNITED STATES OF AMERICA","Volume-Based Routing-copy-2",NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"2367.24","0M-1M","UPI"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","09873af9-8232-40ab-99f3-0c36e46f","0M-1M","CARD"
100,"RESOLVED",NA,NA,"226a893a-b39b-440b-b0e8-e31ccc2d","1M-2M","UPI"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","efa89f5b-bd7b-4c5e-99a4-33155c0d","0M-1M","CARD"
100,"RESOLVED",NA,"Testing Upi Autopay.","kyc","0M-1M","NB"
100,"RESOLVED",NA,"Prod Ready PL_1","RINGSMFG","0M-1M","NB"
0,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10022199_at","10M-1H","NB"
0,NA,"INDIA","mpgs 2",NA,"10M-1H","CARD"
100,"RESOLVED","INDIA",NA,"9301","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"Torus ID","0M-1M","CARD"
0,"MATCH",NA,"UAT- Phase 1- Payment Rules-All LOBs-09-12-2025",NA,"5M-6M","NB"
100,"RESOLVED",NA,NA,"epn_5m23x7yGo25QCw7","0M-1M","NB"
0,"RESOLVED","INDIA","PayU - 100%","1930873917","10M-1H","CARD"
100,"RESOLVED","INDIA","UPI_ROUTER","3f38fcf2-29e4-4b4f-a578-9ccac341","0M-1M","CARD"
0,"RESOLVED","INDIA",NA,"1930863146","3M-4M","CARD"
0,"RESOLVED","INDIA",NA,"1930862404","0M-1M","CARD"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026494_lu","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","6f6b484f-0344-47f6-9af6-46c75c14","0M-1M","CARD"
100,"RESOLVED",NA,NA,"app - Upsurge, item - Momentum V","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","25pje6maa1nc","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","j2blq3b2lwgn","0M-1M","NB"
0,"RESOLVED","USA",NA,"1930856355","3M-4M","CARD"
100,"CONFLICTED",NA,"Card",NA,"1H-1D","NB"
0,NA,NA,"Card",NA,"0M-1M","WALLET"
0,"MATCH","MALAYSIA",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","1M-2M","CARD"
100,NA,NA,"Testing 31st","QPCOD_UPI_false","0M-1M","CASH"
0,NA,"INDIA","TPSL-AADHAAR","NA","0M-1M","CARD"
0,"MATCH","INDIA","Standard EMI via PayU","CROMA","6M-7M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","8657b096-5b51-4077-8263-9eab95dc","0M-1M","CARD"
0,"RESOLVED",NA,NA,"cd2a0c61-ad67-4c19-872d-2a57ab3e","0M-1M","UPI"
0,"RESOLVED",NA,"TEST",NA,"10M-1H","UPI"
0,NA,NA,"Routing based on currency",NA,"0M-1M","WALLET"
0,"RESOLVED",NA,NA,"af185b38-defd-4e34-a9c3-c291386c","10M-1H","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871140","0M-1M","CARD"
100,"RESOLVED",NA,NA,"b9d722a4-40dc-5c06-8e47-c229b6f1","0M-1M","NB"
0,"MATCH","INDIA","Cashfree (Debit) & Payu (Credit)",NA,"3M-4M","CARD"
100,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0883638548972658688","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","xkkcjpgf2jtn","10M-1H","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","e0iinplt1umu","0M-1M","NB"
0,"MATCH","UNITED STATES OF AMERICA","wallet pl 2","udf6","0M-1M","CARD"
0,"RESOLVED",NA,NA,"baea8971-f4aa-4172-8bfd-231aee78","9M-10M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","r6teuha9vzrj","0M-1M","NB"
100,"RESOLVED",NA,NA,"29637adc-f8fb-4e42-8","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_WNugj12PGwGqb0o","0M-1M","NB"
0,NA,"INDIA","Accommodating for CAMSPay",NA,"0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"2999.0","3M-4M","CARD"
0,"MATCH",NA,"test BBPS v2",NA,"1H-1D","NB"
0,"RESOLVED",NA,NA,"019b21e6-754a-7493-a98e-354fba96","10M-1H","UPI"
0,"MATCH",NA,"UAT- Phase 1- Payment Rules-All LOBs-09-12-2025",NA,"1H-1D","NB"
0,NA,NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026386_5O","1D-3D","NB"
100,"CONFLICTED","United Arab Emirates","ScheduleTest",NA,"10M-1H","CARD"
0,"MATCH",NA,NA,"epn_5m13pw1r2XGUmDw","10M-1H","UPI"
100,"CONFLICTED",NA,"Test - Jo",NA,"10M-1H","WALLET"
100,"RESOLVED","INDIA","Pinelabls_testing","1930866719","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","9qaeqepxw54f","0M-1M","NB"
0,NA,NA,"Easebuzz Routing","CH05","1H-1D","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865271","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","a59fn28euxh2","0M-1M","UPI"
100,"RESOLVED","INDIA",NA,"ff1ac853-cdc6-4811-ad11-7f86c313","0M-1M","CARD"
100,"RESOLVED",NA,NA,"587a8658-f02b-4fcf-a561-c4608b1f","3M-4M","UPI"
0,"RESOLVED","UNITED STATES OF AMERICA","Current PL 25072025",NA,"3M-4M","CARD"
100,"CONFLICTED","INDIA",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","8M-9M","CARD"
100,"RESOLVED",NA,NA,"433f6df4-cb54-4ba0-83bb-10ba98fa","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5nnHP9ldtDrXYN7","0M-1M","UPI"
0,"RESOLVED",NA,"Cahsfree Testing","zbx1ddlxwkka","1M-2M","UPI"
100,"RESOLVED",NA,NA,"epn_5m0zjEsMBYXnp7h","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","pvgm9da3qcv9","0M-1M","NB"
100,"RESOLVED",NA,NA,"df8a0e57-d32f-43d0-ba4e-3b4796c3","0M-1M","NB"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"web","3M-4M","CARD"
100,"RESOLVED","USA",NA,"3349","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5npE3PILqpHVYlf3V8","0M-1M","NB"
0,NA,NA,"Pinelabls_testing","1930862701","0M-1M","NB"
0,"MATCH","INDIA","SI via Billdesk",NA,"3M-4M","CARD"
100,"CONFLICTED","United Arab Emirates","70% TAP",NA,"6M-7M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_4Q","0M-1M","NB"
100,"RESOLVED",NA,NA,"2999ec06-789c-45f8-a","0M-1M","NB"
100,"RESOLVED","INDIA","Payglocal",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"Standard EMI via PayU","CROMA","0M-1M","UPI"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_-x","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5nlYpyVP4Lcc3yY","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864456","0M-1M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930857616","0M-1M","CARD"
100,"RESOLVED",NA,NA,"3475f2ca-2255-499d-a","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","onu0rzu2pscq","0M-1M","NB"
0,NA,"INDIA","TATA PA test",NA,"3M-4M","CARD"
100,"RESOLVED",NA,"Surcharge with Billdesk and PayU","https://applyonline-onboarding-u","2M-3M","NB"
0,"RESOLVED","USA","Pinelabls_testing","1930856219","3M-4M","CARD"
0,"RESOLVED",NA,NA,"a95e1b89-86ff-54b4-b223-65551a31","0M-1M","NB"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_PL","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","08xotyx2r9d0","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","Volume-Based Routing-copy-2",NA,"10M-1H","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865096","0M-1M","CARD"
89.95,"RESOLVED",NA,"Priority Logic with 2 PGs",NA,"0M-1M","NB"
100,"RESOLVED","INDIA",NA,"BNK0190001","0M-1M","CARD"
100,"RESOLVED",NA,NA,"5d46d25e-ab96-44bd-a","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930861712","0M-1M","CARD"
100,"RESOLVED",NA,"50/50 payu paytm cards 25/75 upi",NA,"9M-10M","UPI"
100,"RESOLVED",NA,NA,"5e66798c-a301-45f5-8d1f-1cbcea28","0M-1M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865099","0M-1M","CARD"
0,"MATCH",NA,"All_PG_Configuration",NA,"3M-4M","NB"
0,NA,"USA","Pinelabls_testing","1930860774","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-776d5bda-9eab-4623-8c85-edaa","0M-1M","NB"
100,"RESOLVED",NA,"Testing 31st","QPCOD_UPI_false","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930855909","0M-1M","CARD"
0,"RESOLVED","UKRAINE",NA,NA,"10M-1H","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","ygk1cwlx9b8x","0M-1M","NB"
0,NA,NA,"Pinelabls_testing","1930857531","0M-1M","NB"
0,"RESOLVED",NA,"UPI_ROUTER","5dff459c-1269-4402-a54d-16bf0a6f","6M-7M","UPI"
50,"RESOLVED",NA,"Cahsfree Testing","am4wjknvm66v","0M-1M","UPI"
100,"RESOLVED","INDIA",NA,"GFT23570138853","0M-1M","CARD"
100,"CONFLICTED","INDIA","Test - Jo",NA,"1M-2M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","fj3rmcsf9zek","0M-1M","NB"
0,"MATCH","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0881892170518175744","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"10a6d277-cec6-4655-b3a1-8f01f669","0M-1M","CARD"
0,NA,NA,"UPI_ROUTER","dfe8d234-f344-4359-ae98-1777b549","0M-1M","NB"
0,NA,NA,"wallet pl 2",NA,"6M-7M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","isrj0q41dh89","0M-1M","NB"
0,"MATCH","INDIA",NA,"CFC","0M-1M","CARD"
0,NA,NA,"wallet pl 2",NA,"0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","1ljjqz7jvx42","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930862065","0M-1M","CARD"
0,NA,NA,NA,"9299","0M-1M","WALLET"
100,"RESOLVED","USA",NA,"659","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","p2hm97s0nlpi","0M-1M","UPI"
0,"MATCH",NA,NA,"epn_5mtYxMHxlo1nBrnjGr","10M-1H","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864522","0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930869053","0M-1M","NB"
100,"RESOLVED",NA,"Surcharge with Billdesk and PayU","http://localhost:3000/app/l2i/pa","2M-3M","NB"
0,"RESOLVED","INDIA",NA,"10007.0","10M-1H","CARD"
100,"RESOLVED",NA,NA,"RID-6f0f002f-1f3e-4807-b4cc-7c15","0M-1M","NB"
0,"MATCH",NA,"Test - Jo","udf6","3D-7D","NB"
9.46,"RESOLVED","United Arab Emirates",NA,NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","6M-7M","RTP"
88.74,"RESOLVED",NA,"Test - Jo",NA,"0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","bu1vrey7gm0p","0M-1M","NB"
100,"RESOLVED",NA,NA,"57853ac5-ab19-4f89-b2a5-f16c8d0b","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930875157","0M-1M","CARD"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10027054_HK","0M-1M","NB"
0,"RESOLVED","UNITEDSTATES",NA,"car|SO-Fortune-2526-002134|21000","3M-4M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","g7n88xsrzwly","0M-1M","UPI"
100,"RESOLVED",NA,NA,"RID-3816df26-0c34-4246-9aff-9021","0M-1M","NB"
0,NA,NA,NA,"e47ac12a-5764-5b25-b2a4-664ed72a","0M-1M","NB"
100,"RESOLVED",NA,"Testing Upi Autopay.","AUTO_PAY","9M-10M","UPI"
0,"RESOLVED","INDIA","similar to production",NA,"10M-1H","CARD"
0,"RESOLVED","INDIA","MPGS 8",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"319f70e6-9e40-4022-a","0M-1M","NB"
100,"RESOLVED",NA,NA,"7bcab51b-45c6-457a-9cd3-bf4b3236","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930875158","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","vw778q5l4fz6","0M-1M","NB"
0,"MATCH",NA,"payU only",NA,"10M-1H","WALLET"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"subscription|OD1745583861380|176","3M-4M","CARD"
100,"RESOLVED",NA,"test 1",NA,"1M-2M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930855862","0M-1M","CARD"
100,"CONFLICTED",NA,"Surcharge with Billdesk and PayU","https://qa-myinsurance.tataaia.c","10M-1H","NB"
100,"RESOLVED",NA,"Cahsfree Testing","1nn5t7t8i9gv","0M-1M","NB"
0,"MATCH",NA,NA,"fc7a5cdd-4560-509c-8baf-44bb4297","1M-2M","NB"
0,NA,NA,"test",NA,"0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930856209","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930874734","0M-1M","CARD"
100,"RESOLVED",NA,NA,"2438befd-6935-4e0a-b224-b24fef2e","0M-1M","NB"
0,"MATCH","INDIA","wallet pl 2","udf6","1M-2M","CARD"
57.14,"RESOLVED",NA,"Prod Ready PL_1","RINGSICREVA","1M-2M","NB"
0,NA,"USA","Pinelabls_testing","1930858598","0M-1M","CARD"
0,"RESOLVED",NA,"Easebuzz Routing","CH15","10M-1H","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930857591","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-35ab7f4f-bcde-4a99-a7ce-f9b8","0M-1M","NB"
0,NA,"BELGIUM","Volume-Based Routing-copy-2",NA,"0M-1M","CARD"
0,NA,"USA","Pinelabls_testing","1930858927","0M-1M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_BN","0M-1M","NB"
100,"RESOLVED",NA,NA,"RID-ed8d9ce5-9baf-41e6-baec-775b","0M-1M","NB"
100,"RESOLVED",NA,NA,"019b11bf-674c-733d-9ee7-bb6797a2","0M-1M","NB"
0,"RESOLVED",NA,"TPSL-AADHAAR","NA","7M-8M","AADHAAR"
0,"MATCH",NA,"Accommodating for CAMSPay",NA,"0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","i0d10wine0ir","0M-1M","NB"
0,"RESOLVED","INDIA","PayU - 100%","1930873836","10M-1H","CARD"
100,"RESOLVED",NA,"testing route","WAP","3M-4M","UPI"
0,NA,"United Arab Emirates","UPI_ROUTER","8f1d079e-ddcd-4d28-95a5-a5ad2f5e","0M-1M","CARD"
100,"RESOLVED",NA,NA,"9842a7c5-bc68-4026-af6c-9331dd11","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865689","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-1aedff51-f82d-46b6-a105-7cb6","0M-1M","NB"
100,"RESOLVED",NA,NA,"app - upskills, item - Power BI","0M-1M","NB"
100,"RESOLVED",NA,NA,"3337","0M-1M","WALLET"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","1096b300-d6dd-4f48-aa19-156cc4e7","0M-1M","CARD"
100,"RESOLVED",NA,NA,"7f4cc278-169b-4acf-8","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","d9ubj5jfukkl","0M-1M","NB"
100,"RESOLVED",NA,"Volume-Based Routing-copy-2","udf6","0M-1M","WALLET"
0,"RESOLVED",NA,"Test - Jo",NA,"2M-3M","PAPERNACH"
0,"RESOLVED",NA,"ABSLI UAT Priority logic 27112025 TPSL volume new",NA,"6M-7M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","0sk0hkt071fa","0M-1M","UPI"
100,"CONFLICTED",NA,"Test - Jo","udf6","10M-1H","UPI"
100,NA,"United Arab Emirates","MPGS",NA,"6M-7M","CARD"
0,"RESOLVED",NA,"PayU PL 2",NA,"2M-3M","UPI"
14.29,"RESOLVED","SAUDI ARABIA","Surcharge with Billdesk and PayU","https://sellonlineuat.tataaia.co","3M-4M","CARD"
100,"RESOLVED",NA,NA,"7091","1M-2M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930860231","0M-1M","CARD"
0,"MATCH",NA,"Payglocal","quick_checkout_old_users_pl1","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"TPD","2M-3M","CARD"
0,"MATCH",NA,NA,"ios","0M-1M","UPI"
100,"CONFLICTED",NA,"FIDO","udf6","3M-4M","UPI"
100,"RESOLVED",NA,"All_PG_Configuration",NA,"0M-1M","NB"
100,"RESOLVED",NA,NA,"RID-a0e5959d-238c-4882-8a85-a6b5","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","jdpd7anscpk3","0M-1M","NB"
0,"MATCH","INDIA","wallet pl 2",NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"RID-67e19a56-d95f-4160-ac6d-d681","0M-1M","UPI"
100,NA,NA,"Prod Ready PL_1","RINGVCL","0M-1M","NB"
0,"MATCH",NA,NA,"019aa223-4caa-7d33-94ab-6cd70300","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"37dfff88-d5bf-4258-8834-961a18c4","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-95fc2dc2-322a-4973-9ff7-1b54","0M-1M","UPI"
0,"RESOLVED","UNITEDARABEMIRATES","Test ApplePay",NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"c2eac984-3a8d-5498-9c37-730786dd","0M-1M","NB"
0,"RESOLVED",NA,NA,"019b21c3-784c-78cb-8e34-f96db323","3M-4M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","58zilztgle3o","0M-1M","UPI"
86.36,"RESOLVED",NA,NA,"udf6","1M-2M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930870133","0M-1M","CARD"
100,"RESOLVED",NA,"PL4","6932e09ce264193e7ff50925","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"epn_5mzafqogm0LVcwz","0M-1M","NB"
100,"RESOLVED",NA,NA,"RINGSMFG","5M-6M","CARD"
100,"RESOLVED","INDIA",NA,"V2ViQXBwLTUwMENQ_10025671_CVLKwl","0M-1M","CARD"
100,"RESOLVED",NA,"PL4","6932c02cb8f48d2b592c9c84","0M-1M","WALLET"
100,"RESOLVED","INDIA",NA,"5.6.1","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5m2clHxmdLGGYoh","0M-1M","UPI"
100,"RESOLVED",NA,NA,"3ecafc2e-8c42-5da3-a5f7-0a002bc3","0M-1M","NB"
0,NA,NA,"testing",NA,"0M-1M","UPI"
0,"MATCH","INDIA","TPSL-AADHAAR","NA","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-18160342-2103-45c8-9f47-7607","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"GFT23570128142","0M-1M","CARD"
4.55,"RESOLVED","INDIA","Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"3M-4M","CARD"
50,"RESOLVED",NA,"FIDO","udf6","0M-1M","CONSUMER_FINANCE"
0,NA,"UKRAINE","Easebuzz Routing","CH03","0M-1M","CARD"
0,NA,NA,"Easebuzz Routing","CH04","0M-1M","CONSUMER_FINANCE"
100,"RESOLVED","BRAZIL",NA,NA,"7M-8M","CARD"
100,"RESOLVED",NA,NA,"epn_BIM0aTEEryhg02G","0M-1M","NB"
98.29,"RESOLVED",NA,"DF UPI Routing",NA,"0M-1M","WALLET"
66.67,"RESOLVED","INDIA","asasasa",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_JM","0M-1M","NB"
0,"MATCH",NA,"Geoffrey - International Nos Testing",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026386_3V","0M-1M","NB"
0,"RESOLVED","UNITEDSTATES",NA,"car|SO-Fortune-2526-002109|21000","3M-4M","CARD"
0,"MATCH","POLAND",NA,"Mac","0M-1M","CARD"
0,NA,NA,NA,"ctga1055-57f-f","0M-1M","NB"
0,"RESOLVED",NA,"Testing 31st",NA,">7D","WALLET"
100,"RESOLVED","INDIA","Pinelabls_testing","1930863052","0M-1M","CARD"
100,"RESOLVED",NA,NA,"5289c71f-9d4e-43f0-b","0M-1M","NB"
100,"RESOLVED","INDIA","ABSLI UAT Priority logic 04112025 KVB_OSB_OTM",NA,"2M-3M","CARD"
100,"RESOLVED","INDIA",NA,"092cc790-c3b2-11f0-8bea-478782e7","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","3jhz2wsopdxu","0M-1M","NB"
100,"RESOLVED",NA,NA,"ad8bc570-e898-497a-a86d-942efc8c","0M-1M","NB"
100,"RESOLVED",NA,NA,"7199","0M-1M","NB"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"ZWF0c3VyZV9pb3M=_10026175_gR646Z","0M-1M","CARD"
100,"RESOLVED","United Arab Emirates","similar to production",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"735bea30-bcd9-4b66-b","0M-1M","NB"
0,"RESOLVED","INDIA","wallet pl 2",NA,"2M-3M","CARD"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"1-7FQU5Q7","0M-1M","CARD"
0,NA,NA,NA,"d3eee9b4-5656-4733-a19c-0eef54ab","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","sia63qai0ujb","0M-1M","NB"
100,"CONFLICTED","INDIA",NA,NA,"1M-2M","CARD"
100,NA,NA,"TestNew","9DDDc15M7A+6HVpTXhbqRYAyhDDUybfp","0M-1M","CASH"
0,NA,"UNITED STATES OF AMERICA","mpgs 2",NA,"1M-2M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","3aaamszza0f1","0M-1M","UPI"
100,"RESOLVED","UNITEDSTATES",NA,"car|SO-Wasan-2526-000313|21000|0","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","g1c0v7sql5hc","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"V2ViQXBwLTUwMENQ_10026788_sDLrMR","0M-1M","CARD"
0,NA,"INDIA","wallet pl 2","udf6","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","jo3dpak3a2cf","0M-1M","UPI"
93.75,"RESOLVED",NA,NA,"N","1M-2M","UPI"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10026175_Tk","0M-1M","NB"
100,"RESOLVED",NA,NA,"5976","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"7209","0M-1M","NB"
100,"RESOLVED",NA,NA,"019afd74-6290-7980-9fa6-ebf6619b","0M-1M","NB"
0,NA,NA,"ABSLI UAT Priority logic 0912025 TPSL Zara_Bot",NA,"0M-1M","WALLET"
100,"RESOLVED",NA,"UPI_ROUTER","31945089-c605-4ee9-8d8c-91555007","0M-1M","NB"
33.33,NA,NA,NA,NA,"10M-1H","CONSUMER_FINANCE"
67.86,"RESOLVED",NA,"All_PG_Configuration","IN","1M-2M","WALLET"
93.33,"RESOLVED","UNITED STATES OF AMERICA",NA,"10225/false","0M-1M","CARD"
100,"RESOLVED",NA,"Vanilla PG Logic",NA,"5M-6M","NB"
0,"RESOLVED",NA,NA,"this pg note 6","5M-6M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","58ce98d2-bcbb-45bf-9a14-7ba4f9f2","0M-1M","CARD"
100,"CONFLICTED",NA,NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","2M-3M","RTP"
100,"CONFLICTED",NA,"Test - Jo","udf6","8M-9M","UPI"
0,"RESOLVED","INDIA","70% TAP","udf6","3M-4M","CARD"
100,"RESOLVED","UNITED STATES OF AMERICA","UAT- Phase 1- Payment Rules-All LOBs-25/11/2025",NA,"0M-1M","CARD"
0,"MATCH","UNITED STATES OF AMERICA",NA,"ANDROIDWEB","10M-1H","CARD"
0,NA,NA,"Pinelabls_testing","1930860649","0M-1M","NB"
0,"RESOLVED",NA,"Pinelabls_testing","1930856621","0M-1M","UPI"
75,"RESOLVED","SAUDI ARABIA",NA,NA,"1M-2M","CARD"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODgxLCJjbG90","0M-1M","WALLET"
0,NA,"UNITEDKINGDOM",NA,NA,"1D-3D","CARD"
0,"RESOLVED",NA,"Test - Jo","udf6","1D-3D","NB"
